paper_id,region,in_cohort,oa_id,file,doi,title,first_author,year,venue,citations,is_seed,grace_role,mission,paper_category,centre,release,filter,truncation,gia_model,c20,c30,geocenter,c20_c30,depletion_claim,regions_studied,n_quotes,n_quotes_verified,model,extraction_error,fulltext_reextract
329,murray,True,W3014327826,,,Methods for assimilating remotelysensed water storage changes into hydrological models,Maike Schumacher,2016,bonndoc (University of Bonn),15,no,processes-L2-SHM,GRACE,own-SHM,unclear,unclear,DDK,90,unclear,replaced,unclear,replaced,replaced/unclear,,Mississippi River Basin; Murray-Darling River Basin,4,2,deepseek-chat,,
330,murray,True,W2753539080,,10.3390/w9090614,A Comparative Study of GRACE with Continental Evapotranspiration Estimates in Australian Semi-Arid and Arid Basins: Sensitivity to Climate Variability and Extremes,Hong Shen,2017,Water,11,no,uses-published-TWS,GRACE,downstream-use,GRGS,,mascon,,,,,,unclear/unclear,,Murray-Darling Basin; Lake Eyre Basin,2,2,deepseek-chat (full-text 2026),,yes
331,murray,True,W3047491246,,10.1088/1755-1315/540/1/012054,Monitoring Groundwater Depletion Due to Drought using Satellite Gravimetry: A Review,Norhafizi Mohamad,2020,IOP Conference Series Earth and Environmental Science,11,no,review-or-perspective,GRACE+GRACE-FO,review,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,,central Amazon Basin; Murray-Darling Basin; Mongolia Basin,0,0,deepseek-chat,,
332,murray,True,W4405285876,,10.1016/j.jhydrol.2024.132489,Unravelling soil moisture uncertainties in GRACE groundwater modelling,Ikechukwu Kalu,2024,Journal of Hydrology,6,no,uses-mascon-product,GRACE,mascon,"CSR, JPL, GFZ",RL06,mascon,,,,,,unclear/unclear,,Murray Darling Basin,3,3,deepseek-chat (full-text 2026 round2),,yes
333,murray,True,W227994681,,,Use of GRACE Terrestrial Water Storage Retrievals to Evaluate Model Estimates by the Australian Water Resources Assessment System,Albert I. J. M. van Dijk,2011,,5,no,uses-published-TWS,GRACE,downstream-use,CSR,,Swenson-Wahr destripe,,Paulson_2007,,,,unclear/unclear,a decrease of 7–8 mm y-1 (50–60 km3 y-1) was estimated from GRACE,Australia; Great Sandy Desert; Murray Basin; southwest Western Australia; Gulf of Carpentaria; Top End; North Queensland,3,3,deepseek-chat (full-text 2026 round2),,yes
334,murray,True,W2991366681,,10.1051/e3sconf/201913101067,Detection of groundwater storage variability based on GRACE and CABLE model in the Murray-Darling Basin,Tongqing Li,2019,E3S Web of Conferences,4,no,uses-mascon-product,GRACE,mascon,CSR,RL05,mascon,unclear,unclear,unclear,unclear,unclear,unclear,GWS variations shows an increasing trend with a rate of 1.19 ± 0.41 mm/year,Murray-Darling Basin,3,3,deepseek-chat,,
335,murray,True,W2246962051,,,Can the GRACE satellite mission help in the Murray-Darling Basin?,Kevin Ellett,2005,,2,no,review-or-perspective,GRACE,review,,,,,,,,,unclear/unclear,,Murray-Darling Basin; Murrumbidgee catchment,0,0,deepseek-chat (full-text 2026 round2),,yes
336,murray,True,W2114242633,,,Satellite Observations for Identifying Continental-Scale Climate Change over Australia,Kevin Fleming,2010,eSpace (Curtin University),1,no,uses-published-TWS,GRACE,downstream-use,CSR,RL04,,,,,,,unclear/unclear,loss of groundwater from this region of the order of 104 km3 between 2001 and 2007,Australia; Murray-Darling River Basin,2,2,deepseek-chat (full-text 2026 round2),,yes
337,murray,True,W1547472719,,10.18419/opus-3838,Assessing hydrological changes in the Murray-Darling basin,Stefanie Schmid,2010,OPUS Publication Server of the University of Stuttgart (University of Stuttgart),0,no,processes-L2-SHM,GRACE,own-SHM,GFZ,,Swenson-Wahr decorrelation + G500,120,,,,,unclear/unclear,severe drought detected in 2006/07,Murray-Darling Basin,3,3,deepseek-chat (full-text 2026),,yes
338,murray,True,W1594900726,,,Hydrological Variations in Australia Recovered by GRACE High-Resolution Mascons Solutions,C. C. Carabajal,2009,AGUFM,0,no,uses-mascon-product,GRACE,mascon,GSFC-M,,mascon,,,,,,unclear/unclear,decadal drought in the Murray-Darling river basin,Australia; Murray-Darling river basin; North-Western Australia,2,2,deepseek-chat (full-text 2026 round2),,yes
339,murray,True,W2211681890,,,Drought detection in the Murray-Darling basin from space gravity and hydrologic observations,Marc Leblanc,2008,ResearchOnline at James Cook University (James Cook University),0,no,processes-L2-SHM,GRACE,own-SHM,GRGS,,,50,,,,,unclear/unclear,decrease of water mass versus time of ~100 cubic km,Murray-Darling basin,2,2,deepseek-chat (full-text 2026 round2),,yes
340,murray,True,W4415043204,,10.1016/j.ejrh.2025.102832,Basin-scale evaluation of current and future climate influences on groundwater variations using satellite and model observations,Ikechukwu Kalu,2025,Journal of Hydrology Regional Studies,0,no,uses-mascon-product,GRACE+GRACE-FO,mascon,CSR,R6v3,mascon,,,,,,unclear/unclear,,Murray Darling Basin,3,2,deepseek-chat (full-text 2026 round2),,yes
341,murray-darling,True,W4410760898,W4410760898,10.1038/s41598-025-01938-8,Space-based natural and human-induced water storage change quantification,Maike Schumacher,2025,Scientific Reports,3,no,processes-L2-SHM,GRACE+GRACE-FO,own-SHM,CSR,RL06,two-step filtering and leakage-reduction approach (Yang et al. 2024),96,applied (model unstated),replaced (SLR),unstated,replaced (Swenson 2008),replaced (SLR)/unclear,17% due to water extraction for irrigation,Murray–Darling Basin,7,7,deepseek-chat (full-text 2026),,yes
342,murray-darling,True,W7116063339,W7116063339,10.5281/zenodo.17911502,"Developing of Integrated Modelling Framework to Evaluate Sustainability of Climate Smart and Drought-Resilience Agricultural Technologies by Concerning Water, Land and Food Security Network.","Prasain, suresh",2025,Zenodo (CERN European Organization for Nuclear Research),0,no,does-not-use-grace,unclear,non-GRACE,,,,,,,,,unclear/unclear,,Australia,0,0,deepseek-chat (full-text 2026 round2),,yes
343,north_china_plain,False,W1548430664,,10.1002/wrcr.20192,Evaluation of groundwater depletion in North China using the Gravity Recovery and Climate Experiment (GRACE) data and ground‐based measurements,Wei Feng,2013,Water Resources Research,838,yes,processes-L2-SHM,GRACE,own-SHM,CSR,RL05,G200+destripe,60,Paulson_2007,replaced with SLR,,Swenson 2008,replaced with SLR/unclear,groundwater depletion rate of 2.2 ± 0.3 cm/yr (8.3 ± 1.1 km³/yr),North China; Beijing; Tianjin; Hebei province; Shanxi province,7,4,deepseek-chat (full-text 2026),,yes
344,north_china_plain,False,W1937577420,,10.1002/2014gl062498,Subregional‐scale groundwater depletion detected by GRACE for both shallow and deep aquifers in North China Plain,Zhiyong Huang,2015,Geophysical Research Letters,265,no,processes-L2-SHM,GRACE,own-SHM,CSR,RL05,G200,,,,,,unclear/unclear,GWS in PP declines faster (46.5 ± 6.8 mm/yr) than that in ECP (16.9 ± 1.9 mm/yr),North China Plain; Piedmont Plain; East Central Plain,3,3,deepseek-chat (full-text 2026),,yes
345,north_china_plain,False,W3041100341,,10.1038/s41467-020-17103-w,Gainers and losers of surface and terrestrial water resources in China during 1989–2016,Xinxin Wang,2020,Nature Communications,249,no,uses-published-TWS,GRACE,downstream-use,,,,,,,,,unclear/unclear,"extensive and continued losses of TWS, together with small to moderate changes of SWA in North China, indicated long-term water stress in the region",China,0,0,deepseek-chat (full-text 2026 round2),,yes
346,north_china_plain,False,W2799831353,,10.3390/rs10050674,Groundwater Storage Changes in China from Satellite Gravity: An Overview,Wei Feng,2018,Remote Sensing,209,no,processes-L2-SHM,GRACE,own-SHM,CSR,RL05,DDK4,60,A_2013,replaced,,replaced,replaced/unclear,GRACE detects a significant GWS depletion rate of 7.2 ± 1.1 km3/yr in the North China Plain (NCP) during 2002–2014,North China Plain; Liaohe River Basin; Tarim Basin,7,5,deepseek-chat (full-text 2026),,yes
347,north_china_plain,False,W2556455217,,10.1002/2016gl071287,Detection of human‐induced evapotranspiration using GRACE satellite observations in the Haihe River basin of China,Yun Pan,2016,Geophysical Research Letters,195,no,processes-L2-SHM,GRACE,own-SHM,multiple,RL05,G200,60,,replaced,,,replaced/unclear,human-induced ET of 60.0 ± 24.2 mm/yr,Haihe River basin,5,5,deepseek-chat (full-text 2026),,yes
348,north_china_plain,False,W3011887313,,10.1016/j.jhydrol.2020.124849,Utilizing GRACE-based groundwater drought index for drought characterization and teleconnection factors analysis in the North China Plain,Fei Wang,2020,Journal of Hydrology,167,no,uses-mascon-product,GRACE,mascon,CSR,RL06,mascon,,,,,,unclear/unclear,groundwater depletion at a rate of approximately 4 km3/yr since the 1960s,North China Plain,3,2,deepseek-chat (full-text 2026 round2),,yes
349,north_china_plain,False,W2803410606,,10.1029/2017jd027468,Statistical Downscaling of GRACE‐Derived Groundwater Storage Using ET Data in the North China Plain,Wenjie Yin,2018,Journal of Geophysical Research Atmospheres,161,no,uses-published-TWS,GRACE,downstream-use,CSR,RL05,,,,,,,unclear/unclear,,North China Plain; Beijing Plain,2,2,deepseek-chat (full-text 2026 round2),,yes
350,north_china_plain,False,W2279441186,,10.5194/nhess-16-469-2016,Variations in water storage in China over recent decades from GRACE observations and GLDAS,X. Mo,2016,Natural hazards and earth system sciences,97,no,uses-published-TWS,GRACE,downstream-use,CSR,RL05,G300,60,,,,,unclear/unclear,TWS decreased linearly in the Huai River basin (−0.56 cm yr−1),China; Heilongjiang River; Liao River; Hai River; Huai River; Yellow River; Changjiang River; Zhujiang; southeast rivers,4,1,deepseek-chat (full-text 2026 round2),,yes
351,north_china_plain,False,W1857145603,,10.1002/grl.50790,Anthropogenic impacts on mass change in North China,Qiuhong Tang,2013,Geophysical Research Letters,94,no,uses-published-TWS,GRACE,downstream-use,multiple,RL05,,,,,,,unclear/unclear,groundwater depletion rate of -14 to -8.4 mm yr-1 in the North China Plain,North China; North China Plain,2,2,deepseek-chat (full-text 2026 round2),,yes
352,north_china_plain,False,W3013705383,,10.1029/2020wr027413,Estimating Net Irrigation Across the North China Plain Through Dual Modeling of Evapotranspiration,Julian Koch,2020,Water Resources Research,88,no,uses-published-TWS,GRACE,downstream-use,multiple,RL05,scaling coefficients,,,,,,unclear/unclear,GRACE-based TWSA decreasing trend of −11.8 mm yr−1,North China Plain; Haihe River Basin,3,2,deepseek-chat (full-text 2026),,yes
353,north_china_plain,False,W1984920621,,10.4314/wsa.v35i5.49192,"Comparison of GRACE with in situ hydrological measurement data shows storage depletion in Hai River basin, Northern China",JP Moiwo,2009,Water SA,82,no,uses-published-TWS,GRACE,downstream-use,,RL04,G200,,,,,,unclear/unclear,storage loss in the range of 12.72 to 23.76 mm/yr,Hai River basin,2,2,deepseek-chat (full-text 2026 round2),,yes
354,north_china_plain,False,W2793477278,,10.3390/rs10030483,Evaluation of Groundwater Storage Variations Estimated from GRACE Data Assimilation and State-of-the-Art Land Surface Models in Australia and the North China Plain,Natthachet Tangdamrongsub,2018,Remote Sensing,73,no,processes-L2-SHM,GRACE,own-SHM,CSR,RL05,destripe + G250,60,,replaced,,restored (Swenson et al. 2008),replaced/unclear,groundwater depletion in Australia and NCP,Australia; North China Plain,6,5,deepseek-chat (full-text 2026),,yes
355,north_china_plain,False,W2996675831,,10.3390/rs11243050,"Human-Induced and Climate-Driven Contributions to Water Storage Variations in the Haihe River Basin, China",Yulong Zhong,2019,Remote Sensing,70,no,uses-mascon-product,GRACE,mascon,CSR,,mascon,,,replaced,,degree-1 correction applied,replaced/unclear,human-induced water depletion rate of -12.87 ± 1.07 mm/yr,Haihe River Basin,4,4,deepseek-chat (full-text 2026 round2),,yes
356,north_china_plain,False,W4388342081,,10.1016/j.scitotenv.2023.168239,The GWR model-based regional downscaling of GRACE/GRACE-FO derived groundwater storage to investigate local-scale variations in the North China Plain,Shoaib Ali,2023,The Science of The Total Environment,69,no,uses-mascon-product,GRACE+GRACE-FO,mascon,CSR,RL06,mascon,,,,,,unclear/unclear,GWSA decreased by -17.55 ± 7.19 mm/yr,North China Plain,3,3,deepseek-chat (full-text 2026 round2),,yes
357,north_china_plain,False,W2060195285,,10.1080/02626667.2014.916406,"Groundwater depletion in the Hai River Basin, China, from<i>in situ</i>and GRACE observations",Hong Shen,2014,Hydrological Sciences Journal,68,no,processes-L2-SHM,GRACE,own-SHM,multiple,"RL02, RL05","destriping, G200, low-pass spectral filter to truncate to degree 60",60,,,,,unclear/unclear,groundwater depletion rate of 17.0 ± 4.3 mm year-1 (5.5 ± 1.4 km3 year-1) from GRGS,Hai River Basin; North China Plain,4,1,deepseek-chat (full-text 2026),,yes
358,north_china_plain,False,W2337516789,,10.1002/2015jb012608,Basin mass dynamic changes in China from GRACE based on a multibasin inversion method,Shuang Yi,2016,Journal of Geophysical Research Solid Earth,68,no,processes-L2-SHM,GRACE,own-SHM,CSR,,G300,60,none,replaced,,Swenson 2008,replaced/unclear,mass loss in the Huang-Huai-Hai-Liao River Basin (10.2 ± 0.9 Gt/yr),China; Tibetan Plateau; Yangtze River; Huang-Huai-Hai-Liao River Basin; Brahmaputra-Nujiang-Lancang River Basin; Tienshan Mountain; North China Plain; Songhua River; Yellow River; Huaihe River; Haihe River; Liao-Luan River; Inner Mongolia; Hexi; Jungar Basin; Tarim Basin; Inner Tibet; Lancang-Nu Rivers; Southeastern coast; Southeast Asia; Ganges River; India Peninsula; Indus River; Large western areas; Mongolia; Outside Amur; Korean Peninsula; Japan Sea; East China Sea; South China Sea,6,4,deepseek-chat (full-text 2026),,yes
359,north_china_plain,False,W2533414466,,10.5194/hess-21-2905-2017,Detecting seasonal and long-term vertical displacement in the North China Plain using GRACE and GPS,Linsong Wang,2017,Hydrology and earth system sciences,61,no,processes-L2-SHM,GRACE,own-SHM,CSR,RL05,G250,60,A_2013,replaced,,Swenson 2008,replaced/unclear,the rate of GRACE-derived TWS loss (after multiplying by the scaling factor) in the NCP was 3.39 cm yr−1 from 2003 to 2009,North China Plain,7,3,deepseek-chat (full-text 2026),,yes
360,north_china_plain,False,W3199887002,,10.1016/j.jhydrol.2021.126933,Impacts of water resources management on land water storage in the North China Plain: Insights from multi-mission earth observations,Jun Liu,2021,Journal of Hydrology,59,no,uses-mascon-product,GRACE+GRACE-FO,mascon,multiple,,mascon,,,,,,unclear/unclear,TWS declined significantly over the past decades (−1.04 ± 0.05 cm/yr in 2004 to 2020),North China Plain,2,2,deepseek-chat (full-text 2026 round2),,yes
361,north_china_plain,False,W3203430873,,10.1016/j.jag.2021.102560,Long-term and seasonal variation in groundwater storage in the North China Plain based on GRACE,Yi Xu,2021,International Journal of Applied Earth Observation and Geoinformation,57,no,uses-mascon-product,GRACE,mascon,multiple,RL06,mascon,,,,,,unclear/unclear,average decline rate of 12.46 mm/yr,North China Plain,3,2,deepseek-chat (full-text 2026 round2),,yes
362,north_china_plain,False,W3097963976,,10.1029/2020wr027102,Why Is the Terrestrial Water Storage in Dryland Regions Declining? A Perspective Based on Gravity Recovery and Climate Experiment Satellite Observations and Noah Land Surface Model With Multiparameterization Schemes Model Simulations,Li‐Ling Chang,2020,Water Resources Research,56,no,uses-published-TWS,GRACE,downstream-use,multiple,RL05,,,Caron_2018,,,,unclear/unclear,drylands lost ~15.9 ± 9.1 mm of water,global drylands; southwestern North America; Middle East; North China,3,3,deepseek-chat (full-text 2026),,yes
363,north_china_plain,False,W2975407161,W2975407161,10.3390/s19194144,Bridging Terrestrial Water Storage Anomaly During GRACE/GRACE-FO Gap Using SSA Method: A Case Study in China,Wanqiu Li,2019,Sensors,54,no,processes-L2-SHM,GRACE+GRACE-FO,own-SHM,CSR,RL06,G300 + P3M15,,,replaced (with SLR),,replaced (Swenson 2008),replaced (with SLR)/unclear,,North China Plain (NCP); Southwest China (SWC); Three-River Headwaters Region (TRHR); Tianshan Mountains Region (TSMR); Heihe River Basin (HRB); Lishui and Wenzhou area (LSWZ),5,5,deepseek-chat (full-text 2026),,yes
364,north_china_plain,False,W2520888286,,10.3390/s16091495,Surface Subsidence Analysis by Multi-Temporal InSAR and GRACE: A Case Study in Beijing,Jiming Guo,2016,Sensors,51,no,processes-L2-SHM,GRACE,own-SHM,CSR,RL05,G300 + P3M6,60,,replaced with SLR,,,replaced with SLR/unclear,groundwater decreases at a rate of 5.3 mm/year (in terms of EWH),Beijing,5,4,deepseek-chat (full-text 2026),,yes
365,north_china_plain,False,W3047171122,,10.1016/j.jhydrol.2020.125348,Improved water storage estimates within the North China Plain by assimilating GRACE data into the CABLE model,Wenjie Yin,2020,Journal of Hydrology,50,no,uses-published-TWS,GRACE,downstream-use,CSR,,,,,,,,unclear/unclear,groundwater depletion,North China Plain,1,0,deepseek-chat (full-text 2026 round2),,yes
366,north_china_plain,False,W2467442735,,10.1038/srep28160,"Time-varying land subsidence detected by radar altimetry: California, Taiwan and north China",Cheinway Hwang,2016,Scientific Reports,49,no,does-not-use-grace,unclear,non-GRACE,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,,San Joaquin Valley; central Taiwan; North China Plain,0,0,deepseek-chat,,
367,north_china_plain,False,W3207093619,,10.1016/j.wace.2021.100393,Seasonal and aridity influences on the relationships between drought indices and hydrological variables over China,Hao‐jie Xu,2021,Weather and Climate Extremes,47,no,uses-mascon-product,GRACE+GRACE-FO,mascon,CSR,RL06,mascon,,,,,,unclear/unclear,"TWS decreased in all seasons across arid, semi-arid and sub-humid regions",China,3,3,deepseek-chat (full-text 2026 round2),,yes
368,north_china_plain,False,W2772393661,,10.1155/2017/8254824,Evaluation of Groundwater Storage Variations in Northern China Using GRACE Data,Wenjie Yin,2017,Geofluids,46,no,uses-published-TWS,GRACE,downstream-use,CSR,RL05,G300,60,Geruo_ICE5G_VM2,replaced,,Swenson 2008,replaced/unclear,mean annual depletion rate of groundwater storage in the Northern China was approximately 1.70 billion m3 yr-1 from 2003 to 2012,Northern China; Songhua RB; Liao RB; Hai RB; Yellow RB; Northwestern RBs; Huai RB; Song-Liao Plain; Huang-Huai-Hai Plain; Jing-Jin-Ji; Henan; Shandong; Shanxi; Inner Mongolia; Liaoning; Jilin; Heilongjiang; Anhui; Qinghai; Xinjiang; Gansu; Shaanxi; Tibet,7,4,deepseek-chat (full-text 2026 round2),,yes
369,north_china_plain,False,W3004648353,,10.3390/s20030922,"Spatio-Temporal Variations in Groundwater Revealed by GRACE and Its Driving Factors in the Huang-Huai-Hai Plain, China",Youzhe Su,2020,Sensors,44,no,uses-mascon-product,GRACE,mascon,JPL,RL06,mascon,,,,,,unclear/unclear,GWS was depleted at a rate of -1.14 ± 0.89 cm/y,Huang-Huai-Hai Plain; Haihe River Basin; Huaihe River Basin,3,3,deepseek-chat (full-text 2026 round2),,yes
370,north_china_plain,False,W2004661976,,10.3390/s141019861,Earth Surface Deformation in the North China Plain Detected by Joint Analysis of GRACE and GPS Data,Renli Liu,2014,Sensors,43,no,processes-L2-SHM,GRACE,own-SHM,CSR,RL05,G300 + destriping,60,Paulson_2007,,,restored from SLR (UTCSR RL05 geocenter series),unclear/unclear,groundwater depletion rate of 2.26 ± 0.3 cm/year from 2003 to 2010,North China Plain,6,5,deepseek-chat (full-text 2026),,yes
371,north_china_plain,False,W2793448975,,10.3390/rs10020259,Vertical Displacements Driven by Groundwater Storage Changes in the North China Plain Detected by GPS Observations,Renli Liu,2018,Remote Sensing,43,no,processes-L2-SHM,GRACE,own-SHM,CSR,RL05,G300+destripe,96,,replaced with SLR,,Swenson 2008,replaced with SLR/unclear,groundwater depletion in NCP has slowed in recent years,North China Plain,6,5,deepseek-chat (full-text 2026),,yes
372,north_china_plain,False,W4223974194,,10.1016/j.ejrh.2022.101085,Analysis of groundwater changes (2003–2020) in the North China Plain using geodetic measurements,Renli Liu,2022,Journal of Hydrology Regional Studies,43,no,uses-published-TWS,GRACE+GRACE-FO,downstream-use,multiple,RL06,G300,,ICE6G-D,replaced,replaced,Swenson 2008,replaced/replaced,GWS depleted at rates of −1.66 ± 0.17 cm/yr and −2.76 ± 0.55 cm/yr for subperiods of 2003–2014 and 2015–2020,North China Plain,7,6,deepseek-chat (full-text 2026),,yes
373,north_china_plain,False,W4393370978,,10.1016/j.ecolind.2024.111925,Characteristics of groundwater drought and its correlation with meteorological and agricultural drought over the North China Plain based on GRACE,Qingping Liu,2024,Ecological Indicators,43,no,uses-mascon-product,GRACE+GRACE-FO,mascon,CSR,RL06,mascon,,,,,,unclear/unclear,the average rate of decline in the GWSA is −11.97 mm/a,North China Plain,3,2,deepseek-chat (full-text 2026 round2),,yes
374,north_china_plain,False,W1524410996,,10.1002/hyp.9276,Analysis of satellite‐based and <i>in situ</i> hydro‐climatic data depicts water storage depletion in North China Region,Juana P. Moiwo,2012,Hydrological Processes,41,no,processes-L2-SHM,GRACE,own-SHM,CSR,RL04,G200,,,,,,unclear/unclear,storage loss that is on the average of 16.8 mm/yr,North China Region,3,3,deepseek-chat (full-text 2026),,yes
375,north_china_plain,False,W3116774688,,10.3390/s21010046,Improving the Resolution and Accuracy of Groundwater Level Anomalies Using the Machine Learning-Based Fusion Model in the North China Plain,Gangqiang Zhang,2020,Sensors,41,no,uses-published-TWS,GRACE,downstream-use,multiple,,,,,,,,unclear/unclear,,North China Plain,1,1,deepseek-chat (full-text 2026 round2),,yes
376,north_china_plain,False,W3009660516,,10.3390/rs12050845,Seasonal and Interannual Variations in China’s Groundwater Based on GRACE Data and Multisource Hydrological Models,Jianxin Zhang,2020,Remote Sensing,40,no,uses-mascon-product,GRACE,mascon,JPL,RL05,mascon,,,,,,unclear/unclear,the North China Plain (NCP) had a severe decline,China; North China Plain,3,2,deepseek-chat (full-text 2026 round2),,yes
377,north_china_plain,False,W2254803554,,10.1007/s11430-011-4280-4,Terrestrial water variations in the North China Plain revealed by the GRACE mission,Xiaoli Su,2011,Science China Earth Sciences,38,no,processes-L2-SHM,GRACE,own-SHM,CSR,RL04,fan filter with a smoothing radius of 400 km,60,,replaced with laser altimetry,,,replaced with laser altimetry/unclear,TWS declining at a rate of -1.1 cm/yr,North China Plain,5,4,deepseek-chat (full-text 2026),,yes
378,north_china_plain,False,W4224286513,,10.1016/j.jhydrol.2022.127799,"Comparison of the shallow groundwater storage change estimated by a distributed hydrological model and GRACE satellite gravimetry in a well-irrigated plain of the Haihe River basin, China",Xueliang Zhang,2022,Journal of Hydrology,38,no,processes-L2-SHM,GRACE,own-SHM,CSR,RL06,DDK3,,A_2013,replaced,,degree-1 correction applied,replaced/unclear,shallow GWS loss at a rate of 46.5 ± 6.8 mm/a from 2003 to 2013,Haihe River basin; Piedmont Plain of Mount Taihang; North China Plain,6,6,deepseek-chat (full-text 2026),,yes
379,north_china_plain,False,W1990661809,,10.1080/02626667.2011.553617,"Comparison of evapotranspiration estimated by ETWatch with that derived from combined GRACE and measured precipitation data in Hai River Basin, North China",Juana P. Moiwo,2011,Hydrological Sciences Journal,36,no,uses-published-TWS,GRACE,downstream-use,CSR,RL04,G200,,Paulson_2007,,,,unclear/unclear,overall storage loss in the basin,Hai River Basin,4,3,deepseek-chat (full-text 2026),,yes
380,north_china_plain,False,W3039838296,,10.3390/rs12132151,Comparing Groundwater Storage Changes in Two Main Grain Producing Areas in China: Implications for Sustainable Agricultural Water Resources Management,Longqun Zheng,2020,Remote Sensing,35,no,uses-mascon-product,GRACE,mascon,"CSR, GSFC, JPL",RL06M,mascon,,ICE6G,replaced with SLR,,Swenson 2008,replaced with SLR/unclear,GWS depleted at −17.2 ± 0.8 mm/yr in NCP; increased by 2.3 ± 0.7 mm/yr in NECP,North China Plain; Northeast China Plain,6,5,deepseek-chat (full-text 2026 round2),,yes
381,north_china_plain,False,W3119186476,,10.1109/access.2021.3049118,Feature Extraction Algorithm Using a Correlation Coefficient Combined With the VMD and Its Application to the GPS and GRACE,Yifan Shen,2021,IEEE Access,31,no,processes-L2-SHM,GRACE,own-SHM,"CSR, GFZ, JPL",,G300,,,replaced (with SLR),,replaced (Swenson 2008),replaced (with SLR)/unclear,,North China Plain,4,3,deepseek-chat (full-text 2026),,yes
382,north_china_plain,False,W2085689148,,10.1155/2014/578372,Drought Analysis of the Haihe River Basin Based on GRACE Terrestrial Water Storage,Jianhua Wang,2014,The Scientific World JOURNAL,30,no,uses-published-TWS,GRACE,downstream-use,CSR,RL05,G200,60,Paulson_2007,replaced,,replaced,replaced/unclear,"multiyear drought began in mid-2007, extreme drought events at end of 2007, end of 2009, end of 2010, and middle of 2012",Haihe River Basin; Luanhe River; North Haihe River; South Haihe River; Tuhai-Majia River,7,7,deepseek-chat (full-text 2026 round2),,yes
383,north_china_plain,False,W2948737600,,10.1016/j.geog.2019.05.002,Surface seasonal mass changes and vertical crustal deformation in North China from GPS and GRACE measurements,Shuya Li,2019,Geodesy and Geodynamics,29,no,processes-L2-SHM,GRACE,own-SHM,CSR,RL05,G300,60,,replaced (SLR),,Swenson 2008,replaced (SLR)/unclear,,North China,6,5,deepseek-chat (full-text 2026),,yes
384,north_china_plain,False,W4206520240,,10.3390/su14031108,"Evaluation of Groundwater Storage Depletion Using GRACE/GRACE Follow-On Data with Land Surface Models and Its Driving Factors in Haihe River Basin, China",Yi Guo,2022,Sustainability,26,no,uses-mascon-product,GRACE+GRACE-FO,mascon,"CSR-M, JPL-M",RL06,mascon,,Geruo_ICE5G_VM2,replaced,,Swenson 2008,replaced/unclear,"mean rate of 1.88 cm·yr−1, equivalent to 6 billion m3·yr−1",Haihe River Basin,6,6,deepseek-chat (full-text 2026 round2),,yes
385,north_china_plain,False,W4327966866,,10.1029/2022wr033261,Separating the Precipitation‐ and Non‐Precipitation‐ Driven Water Storage Trends in China,Yulong Zhong,2023,Water Resources Research,26,no,uses-mascon-product,GRACE,mascon,CSR,RL06,mascon,,,,,,unclear/unclear,,Chinese mainland; Songhuajiang River Basin; Liaohe River Basin; Northwest River Basins; Yellow River Basin; Haihe River Basin; Huaihe River Basin; Yangtze River Basin; Southwest River Basins; Pearl River Basin; Southeast River Basins; Tien Shan Mountains and surrounding areas; Northern Tibetan Plateau; Southern Tibet Plateau; Central and Western Heilongjiang; North China; Three Gorges reservoir and surrounding areas; Middle and Lower Yangtze River Basin,3,1,deepseek-chat (full-text 2026 round2),,yes
386,north_china_plain,False,W3197125086,,10.3390/w13172378,Analysis of Spatiotemporal Groundwater-Storage Variations in China from GRACE,Fangfang Liu,2021,Water,25,no,uses-published-TWS,GRACE+GRACE-FO,downstream-use,CSR,RL06,,,,,,,unclear/unclear,"groundwater depletion in North China, the Loess Plateau, and Northwest China were −10.09 ± 0.94, −10.05 ± 1.05, and –4.91 ± 0.28 mm y−1 equivalent height of water from 2003 to 2019",North China; Loess Plateau; Northwest China; South China; Middle-Lower Yangtze River; Ch-Yu Region; Qinhai-Tibet Plateau; Northeast China; Yun-Gui Plateau,2,2,deepseek-chat (full-text 2026 round2),,yes
387,north_china_plain,False,W4318478078,,10.3390/atmos14020250,Analysis of Groundwater Storage Changes and Influencing Factors in China Based on GRACE Data,Chunxiu Shao,2023,Atmosphere,25,no,uses-mascon-product,GRACE,mascon,CSR,RL06,mascon,,,,,,unclear/unclear,"GWSA in South China increased at 4.79 mm/a; other regions decreased (e.g., North China Plain -7.35 mm/a, Xinjiang -6.24 mm/a)",Xinjiang; Tibet; Inner Mongolia; North China Plain; South China; Northeast China,3,3,deepseek-chat (full-text 2026 round2),,yes
388,north_china_plain,False,W3095030912,,10.1175/jhm-d-20-0095.1,Attributing Terrestrial Water Storage Variations across China to Changes in Groundwater and Human Water Use,Meixia Lv,2020,Journal of Hydrometeorology,24,no,uses-mascon-product,GRACE+GRACE-FO,mascon,"JPL-M, CSR-M",,mascon,,,,,,unclear/unclear,TWS depletion in the Hai River basin and North China Plain,China; Hai River basin; Loess Plateau; Yangtze River basin; Huai River basin; Yellow River basin; North China Plain,2,2,deepseek-chat (full-text 2026 round2),,yes
